contactid,userid,moduleid,operatetime
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,17,2016-08-03 15:59:48.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1010,2018-09-21 12:48:51.940
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2018-02-10 16:21:13.360
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2017-07-30 11:05:54.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,21,2018-04-20 09:03:17.003
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2016-01-01 16:38:24.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2016-11-25 09:09:47.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1012,2017-04-08 08:20:38.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1012,2017-11-24 10:49:20.147
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1010,2018-11-22 11:11:59.970
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2017-04-28 16:25:02.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2016-05-25 12:28:36.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,17,2016-03-25 12:02:57.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2016-04-07 12:01:50.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1012,2017-11-06 09:29:30.490
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2016-06-01 08:39:17.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,27,2015-11-03 16:03:09.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1012,2018-04-10 08:33:08.400
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2017-10-23 10:08:04.143
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1012,2017-11-08 11:28:43.290
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2017-05-02 14:50:38.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2017-05-27 17:58:28.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,27,2018-11-28 09:51:31.980
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,17,2016-11-04 11:24:34.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2017-10-08 14:37:47.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,27,2018-12-10 16:45:50.720
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2017-12-29 14:52:16.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2016-06-09 16:14:00.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,23,2017-11-20 15:16:07.613
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2018-05-16 12:17:40.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1012,2018-04-28 09:11:11.010
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1012,2017-12-18 10:45:41.970
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2016-06-07 15:24:53.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,17,2016-01-25 15:15:24.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2016-04-09 11:47:45.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2016-01-18 12:40:01.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2017-12-31 08:48:12.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,14,2018-03-22 17:14:47.793
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1012,2017-06-21 15:48:09.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2015-08-25 08:47:54.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,4,2016-04-29 12:14:49.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1012,2017-10-01 08:18:56.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1022,2017-09-15 15:40:18.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2017-07-30 11:43:58.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2018-04-03 17:58:12.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2017-06-05 11:13:10.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2015-12-06 15:45:59.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,17,2016-07-15 09:56:11.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,4,2017-10-15 11:16:22.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2017-12-15 09:33:04.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2015-10-30 15:50:54.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1012,2018-03-31 10:30:49.323
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2017-04-08 08:24:46.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2015-12-06 12:24:23.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2018-09-29 08:45:37.540
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2017-12-09 10:54:11.163
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,14,2016-01-06 15:14:57.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,27,2018-03-22 16:54:38.280
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2015-06-30 14:11:30.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2018-08-20 14:28:12.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,17,2017-10-02 17:17:59.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2018-05-20 13:24:41.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2016-01-14 08:44:29.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,17,2018-02-08 10:43:29.227
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2017-11-13 09:27:34.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,3,2017-04-18 11:51:22.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,4,2015-11-29 12:18:08.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,17,2016-03-22 17:24:35.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,4,2017-02-09 15:57:25.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2017-03-20 08:58:52.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,27,2018-04-11 11:40:59.397
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2017-12-29 17:55:59.707
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2019-05-06 13:00:20.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2018-08-28 09:52:01.813
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1010,2018-11-02 08:16:32.697
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1010,2018-09-04 17:58:26.720
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1012,2017-09-15 16:17:03.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2016-01-18 12:38:32.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2017-09-11 10:51:39.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2016-11-25 09:04:51.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2016-12-28 08:41:36.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2017-09-18 12:31:25.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,27,2018-02-23 17:28:53.470
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2018-03-14 16:41:28.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2016-02-15 14:03:35.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,4,2017-03-06 10:16:02.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,4,2017-01-05 10:29:50.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,17,2018-04-09 16:15:53.087
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,3,2017-11-01 10:40:41.580
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1011,2017-08-07 12:31:29.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2016-02-15 09:22:54.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1011,2018-03-06 12:25:33.593
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,3,2016-07-02 17:01:08.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,17,2017-12-18 11:38:06.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2015-08-20 09:21:47.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,20,2017-02-26 17:08:13.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1010,2018-04-22 17:31:59.880
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2018-05-27 14:42:19.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2015-09-28 14:13:50.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1012,2017-10-23 10:51:17.180
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2017-10-22 12:37:11.050
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1011,2019-01-08 10:33:38.060
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,17,2018-10-06 12:24:54.460
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2017-06-11 15:38:55.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,27,2018-11-28 10:02:19.333
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,4,2017-07-07 13:56:23.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,27,2018-03-01 10:36:48.547
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,27,2018-10-28 16:39:16.503
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2015-07-27 16:28:31.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2016-04-22 09:38:58.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1013,2018-02-24 09:36:16.797
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2019-04-11 14:48:52.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2018-06-25 12:51:22.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2017-12-18 17:02:34.460
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2015-08-01 15:08:57.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,14,2015-05-21 17:27:32.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2017-11-05 09:48:55.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2017-01-09 13:03:33.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2015-12-20 13:53:37.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,3,2015-09-08 16:17:40.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,27,2018-08-05 17:03:17.490
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2016-01-06 08:33:47.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2017-01-09 16:33:50.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2016-01-08 15:04:57.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1012,2018-06-09 10:23:19.050
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,17,2015-09-01 09:25:26.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,14,2015-06-04 16:22:03.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2017-02-28 09:08:56.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1011,2018-03-30 15:07:02.360
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,3,2017-07-05 16:44:20.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2019-03-19 12:01:27.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,27,2018-08-05 17:10:37.207
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2018-04-18 10:04:41.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2017-09-11 11:27:51.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1012,2018-02-10 16:15:03.810
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,4,2015-07-26 14:47:41.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2016-03-08 11:38:50.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2017-01-10 13:40:42.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2017-05-18 08:05:33.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1010,2018-03-01 09:57:10.880
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,17,2016-09-22 11:28:31.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,27,2018-04-22 15:25:51.923
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2018-04-19 15:14:30.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,27,2018-08-28 16:43:29.013
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2018-03-07 08:25:19.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,27,2018-09-20 11:16:28.187
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2017-11-13 16:54:59.507
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,27,2017-12-11 09:48:25.800
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2016-12-10 11:30:31.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1010,2018-03-13 09:22:21.967
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1012,2017-11-03 15:33:31.870
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1012,2017-10-09 09:39:10.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2015-12-22 15:08:08.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,21,2016-08-31 09:49:45.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,27,2018-08-05 17:15:54.667
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,17,2018-08-22 11:17:14.657
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1012,2018-01-29 10:29:35.283
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1011,2018-04-08 17:46:19.730
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2017-11-20 12:46:29.633
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2015-08-12 13:58:37.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2018-03-17 08:31:26.930
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,27,2018-12-06 11:08:05.717
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2018-01-22 14:50:00.363
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2017-05-08 17:02:26.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,4,2018-11-28 09:39:51.750
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1012,2017-11-27 13:40:38.690
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2015-07-29 08:44:07.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2017-07-13 15:21:05.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,27,2017-11-17 17:28:20.087
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2017-08-18 16:09:03.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2017-12-04 11:47:29.220
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2015-06-24 08:59:22.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,27,2018-04-11 11:35:03.207
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2015-09-30 14:21:24.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2017-06-21 15:41:04.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2016-08-01 11:30:47.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2016-03-10 10:30:36.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2017-05-02 14:46:58.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2018-12-11 12:56:26.430
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,27,2018-08-05 17:23:14.950
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2016-06-12 11:32:19.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,4,2018-07-18 08:54:39.083
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,4,2016-12-10 11:33:12.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1012,2017-06-11 15:37:40.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,4,2018-10-22 10:46:56.930
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1012,2017-05-16 12:11:02.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2015-07-01 10:06:00.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,27,2018-08-05 16:47:50.543
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,1,2016-04-24 14:58:32.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,2,2017-06-13 11:24:59.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,4,2016-03-15 11:25:01.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,17,2016-11-04 11:30:26.000
69C96DD8-1A09-4476-9EF6-A08711DF2E4D,79635CD5-3589-4E7E-A5F3-1036190938AC,27,2015-07-30 13:49:49.000
